	GSM1519923	GSM1519926	GSM1519927	GSM1519928	GSM1519929	GSM1519930	GSM1519933	GSM1519934	GSM1519935
RIPPLY2	1.31191732	2.059184225	1.4058604190000001	1.4125910659999998	1.3873072069999999	1.2643295270000001	1.768328638	1.398739784	1.4065476819999998
RIT1	6.7195092464999995	6.269511272999999	5.804504198	6.895107764	6.338238668000001	6.2080786815	3.4560842785	5.704783461	5.580227977
RIT2	2.82618136	2.001469651	5.419330747	4.671349063	3.3857571060000002	3.4240284130000003	2.021248415	2.208904554	2.253030175
RLBP1	7.519196411	7.537323063	8.144989987999999	7.836020259	7.456751328999999	8.544106244	8.246771984	8.474776401	8.09260683
RLBP1L1	3.4586641399999998	2.3899936863333333	3.1363328643333332	2.949899133666667	2.5910583946666663	2.8648201123333332	3.945789477	2.2646589770000003	4.585448902333334
RLF	3.5418839230000003	4.360254766000001	3.5693872360000003	2.435571533	2.499792828	4.759776203	3.265801205	3.268513977	4.861635126
RLN1	12.57473296	12.92998491	12.25944801	12.9446852	12.83765319	12.13727848	12.62637181	12.08128756	11.61810508
RLN2	2.959777618	5.036499073	1.3126342770000001	2.09216944	3.486016807	4.414828677	4.114851385	2.6124025630000003	1.368508995
RLN3	4.729933017	3.696805248	4.959701408	1.867128427	5.197778596	2.34808311	3.021267335	3.8943178510000003	2.048611174
RLTPR	4.502290158999999	5.610909696999999	4.9278539525	5.084354169499999	4.630503968999999	4.648547670499999	5.6592908689999994	4.856148858	5.1862557989999996
RMI1	7.107709504	7.090906659	4.548945691	6.25891514	6.958845514	6.007394726	7.548553401	5.133167427	7.105997321
RMND1	6.587070463	6.859859818	6.6833351585	6.87626631	6.3419844255	6.128492888999999	7.1531936745	7.013992609000001	5.8338746355
RMND5A	6.01132491	6.30613280975	6.691635006	6.819088118000001	7.73946512825	4.41666339925	6.685239199250001	6.0175629155	6.27892278775
RMND5B	5.239618976	2.998765143	5.4097144915	4.5508627125	5.474365412	5.3255175355	7.038123538	6.279595805	6.3918372465
RNASE1	3.606841373	5.00649189	4.029269449333333	5.401789832666668	5.538074198666667	4.383008381333333	6.028792992333334	4.530033768	4.3313679039999995
RNASE11	5.579878715	3.055829555	4.5360935389999995	1.41365852	3.335593837	4.176458172	2.997058828	1.285643382	1.477531014
RNASE2	4.388756955	7.548422235	4.1104858455	3.881176232	4.498540708	5.538513749	6.1400796799999995	5.131089104	6.3413872375
RNASE3	9.181802943	10.68964453	9.889407832	9.847804462000001	9.445197593	10.1007857	10.49321288	10.06077933	10.07845552
RNASE4	3.4241931219999997	6.074713015	5.210644669	1.985791351	3.7855304469999997	5.975860591	5.274542746	3.993028082	2.5594913569999997
RNASE6	8.63729813	7.406855158	9.773207849	8.243305402999999	6.862167976	2.606996425	7.431471322	10.1727785	9.217955249
RNASE7	8.313730658999999	5.19497892	7.315919142	7.66631311	8.392548417999999	8.483796442000001	7.1466113060000005	9.219306247999999	6.3532768079999995
RNASE8	7.489230084	9.048246833	7.887378056	7.605061612	7.258938102	8.105970805	8.569622046000001	8.017380275	7.850001484
RNASEH1	9.636550909	8.85257767	9.397303612	8.385390459	10.05452595	6.917613648	8.292185553	9.916211722	9.043373516
RNASEH2A	5.032195851	5.115651033	3.7543572189999996	6.975837627000001	4.416681554	3.761885272	3.9488437839999997	5.009582655	5.024444999
RNASEH2B	4.211941588	3.185175955	6.322844804	6.021876356	6.379054016	4.2298672669999995	4.971063278	2.176349856	2.60586984
RNASEH2C	6.3250940325	5.0886504614999994	4.3148307255	6.5647947425	6.2273234745	6.4312966895	4.8528371945	5.565481887	4.4898933670000005
RNASEK	2.8399675980000003	2.791010229	4.356107113	1.24703152	3.450721764	4.413657059	4.892382131000001	4.756208965	4.756208965
RNASEL	1.249192314	1.7277008109999998	1.245539639	1.3140297440000002	1.279910985	1.406114698	1.255439132	1.257155247	1.325814252
RNASEN	5.6084104539999995	1.488612981	1.6755934869999998	1.4562594869999999	1.3222704140000001	1.665973105	1.4657768740000001	1.4756379169999998	1.583325061
RNASET2	3.1222276360000003	2.3871136816666665	2.8895759206666667	2.328874444333333	3.3907148600000006	2.300601009666667	2.029535949	2.2423243116666667	3.219608472333333
RND1	8.49645508	8.178938665	8.961990522999999	7.39293673	7.773920692000001	6.792047209	7.071223626	9.042053595	8.908051876
RND2	2.0214075940000003	5.043526751	3.962407027	2.571235931	2.000612909	2.490283795	3.517661528	3.4086077610000003	3.4071557689999996
RND3	5.8470404037999995	5.986463476000001	5.604288932799999	5.1483664026	5.5794062803	5.2128276069999995	5.4558908545	5.985466884499998	5.5078488057
RNF10	5.549654276	7.0306804205	6.972257278000001	5.7399569225	5.0290420110000005	4.5813499975	5.022336694	6.571563079000001	6.607473688500001
RNF103	1.841184189	6.23125831	3.322438188	2.495085848	2.0893762590000002	2.398583176	3.570774391	2.706924888	2.796224852
RNF11	2.361143659	5.276817718999999	3.7646430730000002	3.4121707760000004	2.436144439	3.2505063410000004	4.300272685	3.596160212	4.167891622
RNF111	1.708964208	3.67465635	3.048499397	5.3665768830000005	1.7199183880000002	2.19071472	2.884323975	2.852182673	2.933238822
RNF112	8.907618382999999	7.16420408	8.31475581	7.777903381000001	8.061010369	7.737831897	5.576942787999999	8.427657898	8.29776357
RNF113A	9.063329254	9.094387036	7.625546953	8.585000914	7.361448302	7.211156309	7.878687337000001	7.474818025	7.893386867
RNF113B	3.22771149	1.629569455	4.2583246280000004	3.551707833	3.111630841	5.238321889	5.078294608	3.874436872	4.12044104
RNF114	3.2256320973333334	3.881027705333333	4.477834115	3.9849798293333336	4.155826018666667	4.048475902666667	4.929779085333333	4.4469987406666664	4.165798823666667
RNF115	4.888670021499999	4.952656013	5.9081387030000005	4.899698141	4.506294463000001	5.7754490025	5.0124710075	5.305348707	4.7236003615
RNF12	8.996320396	4.264925076	8.863622366	1.603338819	8.399645384	7.7628093179999995	9.262829242999999	10.32505472	9.598572801
RNF121	2.3770973515	4.0864243975	3.629086463	3.6201690865	1.8734827595	2.967736742	2.8426197215	3.3086725885	2.8834815799999998
RNF122	4.661136135	3.803117232	1.720176015	2.469724168	5.356286267	8.303968316	1.6126760619999998	1.636903147	1.6505135930000001
RNF123	4.348590918999999	5.733635401	5.72030589	4.809801863	4.234153675	5.23811232	5.906902785	4.99199134	5.389764938
RNF125	5.976406925	5.9125340315	7.008176144	4.929878338	5.648781555999999	4.475867881	5.241182274	5.438392610999999	6.744653703
RNF126	1.7875251230000002	5.691479625	3.2051623080000002	5.542229726	3.0514473360000003	3.1976891689999998	6.0976726470000004	5.2547347680000005	5.219167002
RNF128	13.31147264	13.256577475	13.553192735	12.3358718	13.05417469	12.6719037	13.150850915	13.569265855000001	13.47623673
RNF13	4.1148121275	3.521316336	2.570433996	6.5994333895	4.2759633	2.648928735	2.6738657755	2.506102103	5.509486142
RNF130	1.73212587	2.793909896	4.331751586	1.748174295	3.4587750639999997	4.44574901	2.442814892	2.497553912	2.698920355
RNF133	5.20073965	2.152286691	2.185202535	6.296555597	5.97119476	4.977340642	7.4025245889999995	5.488513492999999	4.38896562
RNF135	4.738712263	2.8995328259999997	5.1505910195	4.9002963745	4.6712166115	4.956209170999999	5.2208206035	5.325520847	5.400403195
RNF138	4.516177974	5.4929156055	5.153519362	4.110858961	4.4700626795	4.645898479	5.5303887855	5.088596877	5.2408450825
RNF139	2.114118499	5.914520593	3.858250869	2.798442363	2.242180914	2.83276566	4.17023001	3.097283423	5.182752342
RNF14	3.9722924956666663	4.327368565333333	5.172960146	2.97173259	3.873900965333334	4.489578008666666	4.417542208666666	4.6202470983333335	5.252262611
RNF141	7.855099533499999	6.5847819505	6.725076275	6.604423762	7.1756324045	6.342389522	9.177104599	8.4555054505	8.445965198500001
RNF144A	5.2390300675	3.477787845	6.5312092165	5.384124851999999	4.4778447515	4.640758438	4.7589215854999996	5.5778888285	4.815806633499999
RNF144B	4.891029114	5.781840767	7.482095779	4.982324646	6.3744414570000005	6.553933849	6.374847635	7.9617720279999995	7.139959267
RNF145	5.892019005	4.63813252	6.5701386005	6.6978734294999995	5.713082009	4.8538327335	6.2522525	4.393741247	6.497549638500001
RNF146	7.6440993310000005	8.743716698	8.512250392999999	8.583502787	7.815596933999999	8.807368786	8.18050277	8.094587378	8.401883664
RNF148	7.069905499	8.253889054	7.551397166	6.648815422	8.424066664	8.676710412	7.955665257000001	9.031851973	8.43690031
RNF149	10.64919046	9.053873235	9.902745746	11.31860523	11.80571043	10.61962063	8.007160436	8.34756789	9.161395885
RNF150	7.655487868	1.414490025	6.141041813999999	6.430104527	7.820141372	6.886488391	6.410247328	7.315919142	4.613103627
RNF151	9.551691084	7.357919643	5.555918199	4.7163997989999995	5.271248926	5.748224402000001	6.646397266	4.811454599	5.77574707
RNF152	2.0311544765000002	3.8529241149999995	2.8493770885	3.1085175495	3.0629934805	2.0791609610000004	3.2680485595	3.2662883019999995	2.719914651
RNF157	3.5433640055000004	5.0006707834999995	4.2219187075	4.077192681	3.0931964885	3.880711694	4.765964697499999	3.8477007710000004	3.730531182
RNF160	2.992307831	1.352813948	1.324303163	2.726087105	3.289909563	1.723096695	1.313447002	1.277030772	1.427204615
RNF166	1.8006848629999999	3.7060462455	2.7658050204999998	3.2663431689999998	3.7939490759999996	3.2210155690000004	5.5938888985	4.5683770315	3.6683328189999997
RNF167	1.4768346860000001	2.116427974	1.7543130375	1.4861076615000002	2.3475613199999996	2.2057727395	2.1673392905	1.5240850335	1.567970782
RNF168	3.1244094380000003	5.9561487	5.98740846	4.553674902	4.262685337	5.436340822000001	6.628976303	5.649865434	4.891630206
RNF169	3.015840817	4.62416438	1.739753643	6.985966726	4.1428032880000005	3.722249089	1.77265616	3.997637877	4.829945576
RNF17	6.140445856	5.738073767333333	5.95601921	7.367252063666666	5.2343602806666665	4.665349362666666	6.3720495853333325	6.7073148656666675	6.258160164666667
RNF170	3.445538016	4.262204519	3.8711996505000004	2.7640904314999997	2.8007747195000006	4.1689252215	4.70014749	3.8911696754999996	4.106641008
RNF175	4.6057544075	5.1746810735	4.6128235955	3.7687914615	4.635252332	5.139078928	5.299309388499999	5.000193203499999	5.2446822955
RNF180	10.68256848	9.026697459	9.876718161	11.28862036	11.78641676	10.67279191	8.187979014	8.262990914	9.146712155
RNF181	1.2476725640000002	5.134531791000001	1.242739878	1.313059024	1.279684405	1.40037327	3.378221298	1.2603233329999999	1.323248258
RNF182	1.594534715	3.213410492	2.9127848339999995	2.582188666	3.5280501039999996	5.234918561000001	2.54792201	2.291314925	2.734695634
RNF183	7.3497179785	6.462896699	5.9708154405	5.7926073605	7.637582734	6.7282694990000005	5.8367144374999995	6.3588190095	5.524895854
RNF185	6.0527985565	3.7915106375	4.980299911	6.8382591385	6.3260502525	7.120971300499999	3.551978337	4.890525165000001	4.967365202500001
RNF186	4.643178928999999	4.832452346	3.7017476339999997	3.419026262	2.616259001	3.5180441539999996	4.486333191	3.437875687	4.1099099610000005
RNF187	2.325137783	4.904058175	3.922536164	3.093861006	3.034961819	2.9377603710000004	4.120232859	3.70765604	3.955944328
RNF19A	3.125006432	3.9353565209999997	3.787055093	2.6453865294999996	2.8095388564999997	2.5378657165	4.2712692685	2.8059438775	2.1648846665
RNF19B	9.613950968	8.187691045	9.54348125	8.229930192000001	9.349627692	7.82227346	8.346257797	9.027122027999999	10.13279179
RNF2	4.372703022	6.193085692	5.1028731165	6.974067526999999	3.6708211145	4.953457579999999	5.1212261105	3.6520505775	4.6720962155
RNF20	9.284268202	3.17235896	1.690993405	7.686930573	5.796682155	6.021067398	3.052472792	2.661012917	8.606473647
RNF207	3.2275539925	4.702677264	4.148517634	3.484395686	3.557053515	4.076494956	4.4242769585	3.874404729	4.3789895965
RNF208	1.533533995	2.760203957	4.095479491	3.8812623719999997	5.573938063	2.2509045	2.2365079430000003	2.030111265	2.469724168
RNF212	4.031721632	2.541301931	2.377132192	5.154270957	4.2356959839999995	5.0842089139999995	5.341562296	4.76325619	4.15451248
RNF213	3.5910147525	2.915082504	3.3119608455	3.6068588829999997	2.8088711875	3.040381391	2.7492231384999997	3.0122535982500005	2.8952648255
RNF214	6.143596072999999	1.8529523730000002	6.4957369389999995	6.679635232000001	6.842375988	5.926480016	7.950916846	8.470142192	6.011694977
RNF215	3.0555408899999996	2.582082401	3.279456038	2.9999218780000003	2.564677035	3.955035809	3.9697549690000002	2.381792476	3.253052168
RNF216	5.035311540666666	4.921458907333333	4.784649787333333	5.2054594713333335	6.567316509666667	5.945029368	3.134863439	4.316777871333334	5.054827685
RNF216L	3.321105944	3.3259310445	3.1118827860000002	2.3285587555	3.1615861054999996	2.2659905355	2.8372575584999997	2.68740698	2.7519349825
RNF217	2.403023429	1.540646586	1.852627304	3.578334893	2.69932801	2.782100929	1.71622736	3.192572383	1.948037686
RNF219	1.686637868	4.281377897	2.9233387060000005	2.241685356	1.92143452	2.074025996	3.0621122510000003	2.388249627	2.475348692
RNF220	3.2451623845	2.248331131	3.8642068985	3.5279081315000003	3.1898812075	3.6357148275	3.639705704	3.5054208145	3.180261669
RNF24	6.132061534	1.227033651	6.353894599999999	8.041967711	6.5307364670000005	9.103300102999999	6.053743667000001	1.285217728	5.7183541710000005
RNF25	3.6340725419999997	1.6205155269999998	1.2881595240000001	3.897461588	4.231118958	7.906693599	1.351109322	4.841138964	5.562706105
RNF26	1.2476184190000001	5.251840468	2.7694774669999997	1.255696047	2.864520521	2.535855218	1.249588922	4.520027086	1.299120057
RNF31	6.731705741	7.009623212999999	6.8767766439999995	6.091562486	5.965462147	6.793082651000001	6.820422776	6.387827435	6.868086341000001
RNF32	6.699370939	8.068083268	7.306175538000001	7.708964265500001	7.562236275	6.778673142	8.2900942995	6.990388921	7.0936063805
RNF34	3.785664573	4.689943830333333	4.307826702333333	5.083604852333334	4.910670613000001	5.279439143	5.868792648	5.3735828623333335	4.877919850666667
RNF38	6.1341703705	4.0552383545	5.498037779	3.865766048	6.0227329735	5.6004823965	5.5706145435000005	5.485892028	4.914521798499999
RNF39	3.403858099	7.384242929	4.038336835	4.268818853	2.274911996	3.7250264110000004	5.070390646	4.278118986	4.055992252
RNF4	10.250356046499999	10.180205650000001	9.432319113	9.4673130225	9.481360271500002	8.3398639465	8.1715703605	10.689347159999999	10.423116095000001
RNF40	3.696805248	3.2929222439999997	2.6944411789999996	1.905889784	1.561436529	2.051709148	2.731348473	2.679907971	2.921086064
RNF41	7.7977761695000005	7.0366304594999995	5.7573565250000005	8.331665826	8.419073855	8.1857510435	6.5977267775	7.0451235415	7.5052021085
RNF43	9.45575438	8.952496055	10.01062083	8.427657898	9.793966164	7.602296663	10.198952	9.937098075	9.803369868999999
RNF44	4.456253363	6.261600506000001	4.810211555	3.561014183	3.1473713610000003	4.229252014	3.657379766	4.9680977230000005	3.5194115889999997
RNF5	4.640482922	4.072424825500001	5.48208053875	5.774299728	4.963200498	6.0699376265	5.4258388029999995	5.546079236750001	5.4901245615
RNF6	6.882445135499999	7.8592819165000005	6.053972892	6.4745565775	7.0086492504999995	6.923147810000001	6.3474610375000005	7.353322337	6.5629179645
RNF7	1.548214152	3.828312257	2.418194685	1.9843362969999998	1.8503222769999998	4.460405267	4.6692468289999995	1.9798129619999998	2.071917983
RNF8	3.9566761165	3.51899233	1.540389222	1.3594078775	4.0297726095	1.4058286795000001	1.6225828260000001	4.314128646	1.538496976
RNFT1	4.1832091145	3.5618790004999994	5.2819363814999996	6.053096696500001	2.7877445090000004	6.196054133500001	2.9444953785	3.855536645	3.5969982185
