	GSM1519923	GSM1519926	GSM1519927	GSM1519928	GSM1519929	GSM1519930	GSM1519933	GSM1519934	GSM1519935
ETV7	1.8976278830000002	4.5006442	3.5579792539999997	3.323708576	3.3760438230000003	3.1326458489999998	3.775901186	3.2051623080000002	3.867014186
EVC	4.1742461865	3.9731838105	3.405675295	5.301589408	3.7083468595	4.870687213	3.8191518670000004	3.731252809	3.2419520330000005
EVC2	5.332216508	3.376834258	2.022872434	4.999286818	3.103331907	3.965113521	1.365834871	1.554701109	1.5083538680000002
EVI1	5.98846256375	6.0065103425	3.9921626677499997	4.741747134500001	5.4821641675	6.0472901105000005	5.1184425309999995	5.35327789875	5.392188131749999
EVI2A	2.925753365	1.631606272	1.718444478	1.477964726	1.297907415	1.601905787	1.650731514	2.522453317	1.671109195
EVI2B	7.1701252239999995	1.9465059869999999	5.42460694	8.630165745	5.522233117000001	6.14696743	4.206051694	7.136885699	6.710410186
EVI5	5.3051510959999995	5.439396116	4.6065458955	6.052837168	5.0809767435	5.8655030005	5.635464186	6.0475037675	6.1294638055
EVI5L	3.679069487	2.142137911	2.287860092	1.6639132840000002	4.340748129	1.848062993	2.8447162180000003	5.053162696	2.433268909
EVL	4.8622523685	5.6149427415	5.3009973514999995	5.574895960499999	4.8224844325	6.2963165285	6.7907741165	5.506521178	5.1972301945
EVPL	5.737333732000001	6.267907965	5.246256797	6.072880777000001	5.666235572000001	5.931962901	6.7231292179999995	5.984961792999999	6.09432026
EVX1	2.545575694	1.73181312	1.918081764	3.572705907	1.4020481009999999	2.391111267	4.838429316	1.553567199	4.4809395069999995
EWSR1	2.7264926444000004	2.0885219220000004	2.6492203722	3.0897657322	3.503976712400001	3.0689032858000003	2.2931375846	2.3193191503999997	1.9258094126
EXDL1	8.192926857	1.561948523	1.593049811	2.764101409	5.35345769	1.4168228319999998	4.138301616000001	5.003376159	6.458233387000001
EXDL2	4.440018011499999	4.034160696	2.603310974	4.492695502	2.6142768515	2.6575885795	2.6453677	2.906224129	4.629374298
EXO1	5.511827641600001	5.2456417452	5.0701743342	6.2033258156	5.087458836599999	5.6890607557	5.3255589375999985	5.2026387757000006	5.521974144
EXOC1	2.7354693285000002	2.8222740574999996	4.7428745585	1.7503572144999997	2.331960185	2.79260748	3.076477959	3.4511866145	4.2072752665
EXOC2	6.256661917000001	7.954342753	7.756060939	6.267907965	6.43948767	7.485861172999999	7.503750372000001	7.181903985	7.137411125
EXOC3	4.333205185	7.0046517675	4.9138628214999995	4.6655682345	4.1445524835	5.394780371	6.22452635	5.115700969500001	4.619065710499999
EXOC3L	9.693919937999999	7.103816209	7.644350729	9.70021327	10.74930637	9.452599067000001	8.618533418	7.9238493420000005	7.569576453
EXOC3L2	5.941127374	7.1525343464999995	6.44454492	6.7542040635	6.3742644885	7.001866091	7.1595442545	7.251638754	7.1079856674999995
EXOC4	3.7171843485	1.851973339	3.8437516154999996	1.481774351	3.5250057994999997	1.974935859	1.9072449154999997	2.2108844144999997	1.74041691
EXOC5	4.65741870675	3.36122286275	2.3993334675	5.0449961255	4.031164739499999	4.6156224429999995	4.49093633875	3.916648077	5.2526883545
EXOC6	9.105863756000002	10.0125043865	10.2864209665	8.88516997	8.6908378235	8.5632196105	10.0172062625	10.068512599	10.1040289545
EXOC6B	4.227240648	1.3371938829999999	4.7689569380000005	7.335590337999999	5.541847467	6.029657713	2.087949182	3.635874638	1.613417058
EXOC7	4.395069527	4.462537685	5.686311408000001	5.089388540666666	5.636766999333333	5.089925946	5.130281171333333	5.492005532	5.705936242
EXOC8	5.4324507815	5.555764144	6.561467395999999	4.499724941	7.023130252	5.7440358505	6.4967108155	8.012040801	6.3957296105
EXOG	4.9069970585	4.17949945	3.821764783	4.427429832	3.5367717365000004	3.2830196165	3.4382297594999995	2.6962385625	3.0030316805000004
EXOSC1	1.385538247	3.697316793	1.8354352409999999	1.5943384059999999	1.5435337009999999	1.46405553	2.120561698	1.6443442069999998	1.593455787
EXOSC10	6.803715222999999	8.044420776	8.21250103	7.118467156	5.880670842000001	7.76683083	8.29955039	8.009153677	7.775009739
EXOSC2	1.7551431	4.466204138	3.14091758	2.346617895	2.012973505	2.227226105	3.40818703	2.568282424	2.62441854
EXOSC3	1.357423049	1.279023738	1.4572748030000002	1.3349066059999999	2.8150524010000004	1.453065807	1.39697604	1.586907686	1.544587276
EXOSC4	9.507607003	10.2300866	10.737804400000002	10.859242800000002	9.081656196	10.32897653	9.973119041	9.898267896	9.904156216
EXOSC5	2.487639568	1.344467455	1.268018995	1.34825348	3.3029853069999997	3.61476109	1.2805804170000001	4.782917361	1.361540027
EXOSC6	3.5227447439999997	3.0060392566	3.1014654442	3.6919536548000003	3.77345007	2.2749282992	3.2954524243999996	3.042174338	2.8433022342000003
EXOSC7	1.818920129	2.803162773	2.327792144	3.1616449925000003	2.6838472720000004	1.888956555	2.4328908635	3.578249329	1.9836676029999998
EXOSC8	5.741182606	4.106966204	2.5994735670000004	5.929003298	5.1157384415	4.3843883295	6.0668337144999995	5.2912523025	5.4506406385
EXOSC9	1.3540300669999998	2.590096999	1.5609406190000001	2.9290335439999997	1.479159306	8.956683876	1.69024474	1.558651925	1.6305432009999998
EXPH5	3.6605401110000004	6.179783789	5.744104056	4.715746905	3.5654646810000004	4.957059592	5.4388959670000006	4.9031252919999995	4.19279322
EXT1	5.5183312964999995	8.3944247865	6.441689683	6.231969928500001	5.46904812	6.5325178585	7.9937860395	6.842044164500001	6.6485592135000005
EXT2	6.540399976000001	7.559848212	7.328749035	7.75206258	6.968532681	7.992332707	7.381286241000001	7.3897537060000005	7.290803327000001
EXTL1	2.3694797419999998	4.682497047	3.663065243	2.711549357	2.027010359	3.864822877	3.779866818	3.511496167	3.688251376
EXTL2	8.382965578	9.491029532999999	8.428707402999999	7.924962865	8.252674516	7.21306471	7.950603307000001	7.866268773	8.019421685
EXTL3	1.5139948030000001	3.7435756964999998	3.1701416245	3.070212474	3.8683414889999996	1.6871052480000002	3.2682265944999997	1.837366958	2.8791284675
EYA1	7.470420805	4.401073418999999	4.78463612	6.229645486	6.109541713	3.827119623	1.271333795	4.016457183	5.477954277
EYA2	7.191733589	5.7197711105	5.367303814	6.6649942079999995	6.743334166	6.5079745345	5.012951742	5.1082905135	5.488540347500001
EYA3	4.415594756333333	5.059480924	3.6219526760000007	3.8926288873333337	3.7718688520000003	4.465259836666667	5.184899141333333	3.9527733640000005	4.146969844
EYA4	7.6750917285	4.7505251045	7.092076226500001	8.212912533	6.327887048499999	6.6758484540000005	5.2256962985	8.083727186	6.574517091000001
EYS	2.3257349475	3.612174231	3.3469212775	2.596186542	2.2372229845000002	2.1869134875	2.9765328774999995	2.092137325	3.41974655
EZH1	7.4294030289999995	8.912467341000001	8.417058173	8.120018839	7.58447965	8.328190094	8.031996306	8.652399116	7.826472654
EZH2	1.956287776	4.817932633	3.8388375669999997	2.48540945	4.822268018	2.459538729	3.365403175	5.5200019000000005	4.287157914
EZR	4.727530227500001	3.9181257940000003	2.5964313235	2.1848197689999997	1.8470675045	2.0726057595	3.7416928654999997	3.0082423695000005	2.3604521995
F10	1.2808539140000001	2.024703302	4.0360902880000005	1.39193545	6.161347803	1.306705579	1.3897217080000002	5.433926267	1.346001794
F11	6.7068861295	7.417177852999999	5.2043901205	5.835427404000001	6.0364515260000005	6.410978468	5.7943773125	5.613304932	6.6063138405
F11R	5.6676594645	4.4155687855	5.079143598	5.926990589500001	4.515604206	4.363302557	5.3764905975	4.56138621	4.8730130664999995
F12	6.912593043999999	9.397303612	7.21603599	6.68567569	5.865383222999999	6.7731837189999995	9.178558684	6.642781455	7.272623205
F13A1	6.73555464	8.026618986	7.334051274	7.605905933	7.247109362000001	6.984985645	8.617297952000001	7.971844036	8.301642026
F13B	8.164888738	5.394617258999999	4.81897252	4.375560803	4.61831454	4.994280766	4.878424502	4.752359716	3.9690902489999997
F2	4.089433494909091	4.298681762181818	4.181507533909091	4.686701957636363	4.090147034454546	4.541047516909091	3.954898512727273	4.289283493272727	4.1525243032727275
F2R	7.25388306	2.5283461430000003	4.542222735	5.976272166	5.752402527999999	1.445524015	2.338026483	4.834872192	1.740568565
F2RL1	4.994472207	2.313988586	6.140486791	6.656637896	5.3515829980000005	5.680024559	1.98690193	4.261363016000001	4.63930217
F2RL2	5.987567373	4.538707949	4.2157997325	4.7585560995	5.541369937500001	5.325058483	5.92654461	5.2097361965	4.7502149265
F2RL3	3.3654882084999995	4.6659198555	3.9813030255000004	3.9666494985	1.4162816315	4.0545678039999995	4.4029377335	3.7296009875	3.1391172445
F3	1.6799132380000001	3.4935270010000004	2.92714291	2.044615453	1.680809035	2.111947806	2.7425727460000004	2.729126046	2.807513285
F5	4.854739733272727	5.263928839181818	5.023738395909091	5.102494200181818	5.015862839181818	5.0362506214545455	4.790426447909091	4.890141633	4.720238570909092
F7	5.0588886435000004	6.474441833	4.617609559	4.805363474	5.690463351500001	5.4319101245	4.4064649375	4.702558166	4.067189641
F8	6.1624482920000005	7.4673164285	6.255710434999999	5.6844321115	4.3576014025	6.095430283000001	3.6919225765000006	5.679275739	6.8356436065
F8A1	4.758494074	1.459229864	4.007961614	4.229252014	4.088790288	4.316324493	4.233936566000001	4.4438371089999995	1.690083765
F9	3.801323923	6.201742066	3.5082808869999997	2.9336342539999998	3.429518675	4.131393274	4.9031252919999995	5.410276518	5.2987462260000004
FA2H	3.553854112	4.72666295	3.138730962	3.21998206	2.938329013	4.165354993999999	4.958702417	2.9098147919999997	4.136819492
FAAH	4.778404305	3.718410495	3.06606732	2.097391788	6.164064542	2.161645879	2.806883765	2.8191119760000003	2.879956429
FAAH2	10.18533505	3.869476365	9.428470138	7.896909716000001	7.670578718	6.251899027	3.070394677	9.852276902	9.272656288
FABP1	7.763107819	4.4482027230000005	7.02570978	6.616047251	7.345618952000001	9.013771086	8.189664583999999	7.506299948	7.766597595
FABP12	6.973969577	6.988964018	7.643325527999999	7.360352773	6.571960667000001	6.64128884	6.8434669779999995	6.848172227999999	8.063209028
FABP2	8.639622741	9.918275665	9.373217981	9.058494095	8.725323545	9.411640389	8.260122496000001	9.560908833	9.70021327
FABP3	2.9172617544999997	5.3651906899999995	2.7049807224999998	2.491406866	2.44627187	2.927493056	3.985234103	2.618140177	2.8813147535
FABP4	1.896404723	6.252503645	1.438937567	2.7749356030000003	1.256889643	3.149373357	1.358391198	1.554240415	1.503369674
FABP5	9.306973040250002	9.68643018075	9.25613872725	9.488643223499999	8.3496773065	9.948915653	10.194179854249999	9.813481732	10.16967612875
FABP6	4.751304695	1.373904138	5.1211729230000005	4.660942989	4.587936419	4.997085361	4.513962687	4.544820937	1.71394012
FABP7	2.854153735	1.8486943740000001	4.158683774	1.5375525330000002	4.690052578	1.7033494980000001	1.698197404	1.644114268	1.7213513759999999
FADD	3.7473595159999995	6.1233629249999995	3.3930357585	4.065615038	3.7932525585	2.9042192405	1.7888382884999998	3.074134998	3.366035639
FADS1	9.596309736	5.760019981999999	6.1711062905	8.173391344999999	9.350843271	8.7483723135	6.411474023	6.652888677	8.9308678065
FADS2	2.6820076965	4.0985346085	5.3289724355	3.034313862	3.850472732	3.0356867025	2.389296196	3.5832652780000003	2.5356407584999996
FADS3	8.944061553	8.175353852	8.393507725	7.887378056	8.3103644	6.973969577	7.420217376	8.971138538	9.1165748
FADS6	5.481170225	7.010696141	2.020712051	5.164924808	8.14005258	4.668477084	4.369444177	4.36393772	4.735686611
FAF1	5.592803477	2.468707424	4.818488051	5.4240593839999995	6.342040337	4.950284149	2.3455757530000003	4.359511169	2.588262956
FAF2	5.990637445	4.8988833335	5.209977232	6.7738781745	6.407099353	7.064452656	4.9553190685	4.823678277	6.9940012445
FAH	4.146552594	3.6336785610000004	4.768385004	5.050231433	2.475989756	4.573732186	2.432435636	1.859035578	4.34771346
FAHD1	10.19661895	6.736799791	8.848990286	8.875512317	8.519780962	7.64707841	7.549371061	7.919123027	8.445938672999999
FAHD2A	4.8086337495	5.7331553635	4.5464559345	4.606579261	5.095358141	4.9962064465	4.25720116	4.125003384	3.7080349999999997
FAIM	4.892201593	5.977474862999999	5.955459001	6.076905072000001	3.7879867560000005	5.4335322	5.609014571	5.267574421	6.679478614
FAIM2	6.2397021715	1.3938261585	4.535775667	5.1256375925	6.1890004205	5.269027949500001	4.0975211795	4.3831844195	4.6319982465
FAIM3	11.64946079	12.41181965	12.68581961	10.75105734	11.8595334	12.05151374	13.3530665	13.36733955	12.32319389
FAM100A	2.9141249960000004	2.2918858980000003	1.297628611	3.257963435	2.076404495	5.157173576	1.342062542	1.264459194	1.228582656
FAM100B	2.204170542	2.256654434	1.475889248	3.571190275	1.4302225130000001	5.104951656	2.180778773	1.458220193	1.577775832
FAM101A	3.9277189725	2.9077485115	7.4007720115	3.29303085	3.57051771	2.9401000045	3.6944124855	3.4551571445	5.586777145
FAM101B	3.0734367405	3.5987022015	3.25227852	1.4425374945	3.0652360355	5.0856394995	1.374481164	3.4642407335	3.6657804145
FAM102A	4.623987973	1.53701309	1.450026038	6.025601673	4.272521878	1.332568269	7.83008103	5.963907214	5.286786941
FAM102B	1.9473776099999998	3.87704452	4.2926717165	2.2871375655	2.5448501695	3.1081186225	3.293015955	4.091413921999999	2.8254864705
FAM103A1	6.4859085645	8.6151193225	7.0731574755	7.400227108999999	6.993741871	7.2010102005	6.040625948500001	5.075040703	6.7492018185
FAM104A	3.4549888600000003	4.525541974333334	3.7489740490000005	3.702191545333333	3.6196779703333335	3.699740344666667	4.2178383796666665	3.7923099823333337	3.845255503
FAM104B	7.489441917333334	7.017805293333335	7.340108472333334	8.231033980666666	8.099519358333334	7.3974729649999995	8.245669161666667	7.313160311999998	7.144586306333334
FAM105A	4.631387107999999	1.9054107293333333	3.7735730000000003	4.4379342159999995	3.9376752696666664	4.835408385333333	1.735986016	2.906690558333333	2.512639414666667
FAM105B	3.8384427034999997	5.3642219855	4.5812128505	5.173210581499999	4.381253592	3.7128486204999995	4.9363629085	4.5372348605	2.4229899575
FAM106A	5.781357087	5.5960631635	5.6883037640000005	5.3562365875	4.753441987	4.7095016195	5.6825990055	5.0099232985	3.9523923479999996
FAM107A	2.461998376	3.8577015773333336	3.3512845576666668	3.905153374333333	4.263679512	3.961058589666667	5.0981938819999995	3.958511804666667	2.6457188473333333
FAM107B	1.578592884	1.8297722090000001	5.838925636	1.579834059	1.449942237	1.7502941619999999	1.940903171	2.000200623	2.220751623
FAM108A1	3.5596386329999996	3.7890868058000002	3.5194640966	5.0507775588	4.1240772964	4.298650835599999	3.2961528479999997	3.0365112536	3.0639166706000003
FAM108B1	1.290388448	1.226497263	1.656772348	1.295606595	2.532012753	3.631652283	4.381807203	1.3915046780000002	1.381300991
FAM108C1	8.3066602765	9.1907213825	7.56128605	8.5505244545	7.782974102000001	6.498091623500001	7.7737001345	7.6190741615	6.3856008415
FAM109A	3.897461588	1.824418132	1.39351386	3.9219558389999998	1.250159542	1.43028226	1.302698091	1.525458803	1.467014335
FAM109B	2.441827804	5.042557157	3.4809329	3.2132348339999997	3.6340725419999997	3.0221221000000003	4.010807466	3.295166495	5.456120528
FAM110A	8.258164096	6.082771869	5.9317423289999995	8.192676022999999	7.1199544910000006	8.526595307000001	10.55406173	5.149089914	7.037690035
FAM110B	2.054750517	4.865006913999999	4.106190773	3.070394677	2.103940854	3.30566842	3.9605144780000003	3.447259621	4.084877482
FAM110C	7.349268329499999	8.6564683285	8.2569408785	7.067171827	6.9001749514999995	6.9839289915	8.941113552000001	6.080525569500001	6.472306993999999
FAM111A	2.8254852244999995	3.2652807735	2.6142139975000003	2.1454811625	3.3022719555	3.9397204895	2.7864892535	2.5079093035	2.607326713
FAM111B	1.370881171	1.5138571669999998	1.5679747880000001	1.367871087	1.3548017369999998	1.413858665	1.628587961	1.529689453	1.5531579469999999
FAM113A	4.851781686	1.282869808	6.0298818579999995	5.970066067	4.608669084	5.841252347999999	7.173579435	6.667307351	5.396618786
FAM113B	1.654233048	1.8228893919999998	2.1592411719999998	1.539989482	1.4365995130000002	1.645899653	2.026798768	1.879452669	3.036713008
FAM114A1	6.455198417	1.23877742	5.790323139	1.678637159	5.582334068	5.509425416	1.217696568	5.708007986	1.338719845
FAM114A2	7.12838049	3.359231574	2.710406988	1.9199957280000002	5.3435209310000005	2.060981963	2.77140454	5.712334177000001	5.1080489280000005
FAM115A	1.6822515674999998	2.863110953	2.5982439235	2.8209128920000004	3.1064843265000004	1.9586585095	3.614523103	3.7312045850000004	2.4902418104999997
FAM115C	5.1044494805000005	7.156607374	6.42134491	5.985266788000001	5.314851173	6.6678629565000005	7.169014569000001	6.401765318	7.0699960295
FAM116A	7.699504735	9.027122027999999	8.273904932	8.465259051	8.050165725	8.383665295	8.704144627	8.542982853	7.184908097999999
FAM116B	7.03118326	5.870139148	6.030684971	7.464087752999999	4.867032052	7.286930633	2.304431621	3.990617331	6.237044917
FAM117A	1.747955839	2.763515462	2.606251303	1.911582925	2.516402074	2.054750517	2.518450993	2.425672922	2.726087105
FAM117B	3.613003307	4.9340898085000005	4.3281590605	4.9472070675	3.7588007625	4.245437004999999	6.633680029500001	4.4242941585	4.3826430375
FAM118A	1.3642800595	2.9380612395	1.629421132	1.4060870755	2.047831531	1.500633885	1.5409160845	1.483429493	1.5775699565
FAM118B	5.72781834	1.314743776	2.709450228	3.905074332	7.219105807999999	5.201493854	1.5083538680000002	5.26242011	5.7294860629999995
FAM119A	7.1368046878	6.3937738976	6.723848294600001	7.2812227063999995	7.1993468006	6.590025464000002	5.6279536036	5.3221957052	6.6091245802000005
FAM119B	2.584335321	3.1277906065	2.576955793	2.051715617	2.7140342344999997	4.2808647495	2.671969713	2.2639629535	2.346606361
FAM120A	5.3225391147500005	6.00971761125	5.010648350249999	5.30031517875	5.37759829875	5.79074929075	6.1504747055	5.82473968725	5.310055734500001
FAM120AOS	3.702051482	2.75391987	3.561734045	2.4212920405	4.8249786960000005	2.404943628	4.0907636085	2.340462587	3.537786458
FAM120B	4.460573465	1.4908114909999999	1.3942304580000002	3.5939299239999998	3.8403771819999997	4.325804043	1.442152418	3.836119941	4.469944571
FAM120C	3.1626942066666666	6.239259759666666	3.9620457896666665	3.896694453	4.232790242	4.8323803493333335	5.633233986333334	3.7670828643333336	4.537501190666666
FAM122A	2.587849138	4.026876228	1.703239718	3.7338826430000003	2.739651476	1.5694105619999998	5.884364852	4.7916945360000005	1.815885573
FAM122B	6.662315107	7.922552506000001	9.021080008	4.2181999160000005	5.661022575	6.1104839570000005	5.83080384	7.231798454	7.351292851
FAM122C	7.849059586999999	5.931792806500001	8.0398619925	8.665030670499998	8.3134114625	7.864819836500001	8.264058497	7.5430441560000006	8.4122474785
FAM123A	3.3409604295	5.4923807955	4.412065888	2.5970450635000004	4.1753185865	3.7925259885	4.7316570365	4.5906868345	4.5116487965
FAM123B	2.862889918	1.39193545	1.580341468	2.125914315	2.584768181	1.620412485	5.508252955	6.4597119460000005	6.810481395
FAM123C	1.891833882	3.7654902065	4.2477135885	3.2838799235	1.7160955599999999	3.152797304	4.6678810959999995	3.817792217	4.3212410194999995
FAM124A	3.7862726786666667	4.956704877666667	4.0661395276666665	4.1465487376666665	5.237474523	3.493047292	5.171432996666666	4.813577882666666	6.3289686619999985
FAM124B	3.434381628	3.6691104439999997	4.608047293	1.8129580230000002	1.6814750569999999	3.65098692	5.185776904	2.010738764	1.9505577109999999
FAM125A	4.013779529	5.818364225	5.204942561	4.839217294	4.555987835	5.55005999	6.9499184839999995	6.266575208	5.657261246
FAM125B	4.3183889025	4.898148304999999	5.7634009545	4.9341163175	5.0131170990000005	5.0934743954999995	6.295693931	5.5917624575	5.706355843500001
FAM126A	2.8415442995	5.0503735945	2.4321791755	3.7233766795000003	3.9163840089999997	3.7778090544999996	3.8101626289999997	4.217690677	3.0989790795
FAM126B	3.2414786176666666	4.727844713666666	3.7546212236666663	3.412462493	2.413934988	2.79451266	2.5633778863333334	3.4442020756666665	3.5563610113333333
FAM127A	7.937685501500001	4.5141881055	5.6444444475	6.7582051045	8.2490156725	8.078929071	3.8237934859999996	4.5456097	5.5309013585
FAM127B	4.9761912729999995	1.5831901045	4.22480895	3.9457536815	5.265987244000001	3.468494114	3.8393076395000003	6.1813521840000005	5.714817098
FAM128B	5.5984943728	5.5239282544	3.9624846911999994	5.2234496484	5.2804003628	5.8781085008	5.399662134000001	4.734657315200001	5.0712021398
FAM129A	6.6298178320000005	5.547957758000001	5.35443103	3.9357851135	6.057654293500001	4.668280608	4.1590067374999995	4.073816625	6.312725739
FAM129B	2.086423196	1.2810567480000001	2.6693718855	3.074905489	3.8005176815	1.545099711	1.2647003295	3.1882755384999997	1.4251881235
FAM129C	4.7248552225	4.762347333999999	4.079898114	5.904039362	6.1784116185	4.093029753	2.6705408575	2.3702648364999996	3.6062453975
FAM12A	4.72024304	4.005598418	2.432846717	4.2960263439999995	5.43466028	1.732009734	3.428382048	4.65819044	2.354830584
FAM12B	3.8363433635	5.431288535	5.0437869735	4.2589421955	4.100402968499999	4.676224009499999	5.2128396850000005	4.9014366775	4.936287833
FAM131A	3.7421922283333333	6.316325852333333	5.217198623000001	4.737777142333333	3.9025147303333334	4.803537381333332	5.360410936	4.852292990333333	5.191473148
FAM131B	2.4703244655	2.5855271340000003	2.432812801	2.559872903	1.473097551	3.044781829	2.213532502	2.0464042015	2.2499779765000003
FAM131C	5.121005373	4.510947154	5.067056237	3.657708731	4.16268066	3.001239017	3.861465555	3.453418565	3.721309882
FAM132A	7.821776256000001	6.048586555	7.04576122	5.261840033	6.976044462000001	7.566090261	1.29412496	7.836291527999999	6.893666765
FAM133A	2.985002464	1.7449316074999999	4.710240454	4.0939238475	2.971222979	4.471262230000001	1.756136067	3.8181749345	3.707386111
FAM133B	4.897059928000001	3.2131890509999996	3.6905310195000003	3.2981090794999997	4.32393703575	5.074048223	3.62099796525	3.30102051275	4.192028799249999
FAM134A	5.049961652666666	5.547233557999999	5.327961969666666	5.730451024	4.397708191666667	4.611721145666667	4.6011733386666664	5.108999309333334	5.977774638666666
FAM134B	7.0352055765	7.648153887	7.457190667	6.5185308405	6.7048201175	7.456042376	7.425484297	7.361470019	7.538186096999999
FAM134C	4.6003397569999995	4.9280646625	4.990517922	4.580553795999999	6.8475985779999995	5.428648721499999	6.768889329	3.2935633079999995	4.388329433
FAM135A	3.2837090329999996	3.490799891333333	3.6993627626666665	6.062282475666667	4.6589267953333335	4.576568533666666	4.621838350333333	2.858664054	3.4771818336666667
FAM135B	3.7624661364999996	4.411640852	3.6382269254999997	4.857518016	2.388015951	2.5428291305	2.6617584445	4.3271443220000005	4.731141986500001
FAM136A	6.528735997	2.34032137	6.404865009	7.813080253	7.763627404	7.46068019	5.896677256	7.067397652	7.543773992
FAM136B	1.5195690869999998	1.524376282	1.429285237	1.322709948	1.34535981	1.773675926	1.470006615	1.2424963009999999	3.312775317
FAM138B	3.1976891689999998	6.156383396	3.167426058	4.422149661000001	5.011965636	3.70412631	7.237811456	6.458233387000001	5.73829559
FAM13A1	6.038217129333334	5.580369243333333	6.8661695876666675	6.747333299666667	6.384894036666666	6.038762173333333	5.323325513666666	6.497532635	5.50685748
FAM13A1OS	7.196379839	8.035388269	7.218350889	8.235385771	7.338092624	7.2763521429999996	7.379856608	6.659130222999999	6.703468844
FAM13B1	5.389327969	6.8196228235	3.0782915409999996	6.6712216735	6.096027821	4.3447921825	5.831006799000001	4.2190211115	4.2857599980000005
FAM13C1	7.4674807995000005	1.6954281635	3.6951323149999995	5.693557167000001	5.556557993	5.906182135	6.815118344	6.898827638999999	4.3816601324999995
FAM148A	4.049554111	7.053050493	5.744999644	5.540382749	3.3388514860000003	4.277158507	4.968990688	6.06558924	6.252300583999999
FAM148B	3.1403342305	4.4627591275	2.3870612335	1.7735797094999999	1.7776013059999998	3.5864516895	3.769490608	3.725995857	3.361991638
FAM148C	2.436144439	1.250838004	1.384589939	1.3142151770000001	1.903634403	1.4342184869999999	3.5258520410000003	1.509292251	1.4548717740000001
FAM149A	7.0090071730000005	7.7856252265	9.507998359	6.5395212745	6.956399628000001	6.992087702000001	7.608906874	8.0601527615	8.201741502500001
FAM149B1	2.990162759	4.6985109685	3.020795132	3.701111108	4.1430969775	4.572650213999999	2.498056785	4.207944328	2.0049756005
FAM150A	1.245456696	1.611599671	3.6596902410000003	1.281007342	2.7965491960000004	1.223079102	1.322601048	4.3206239769999994	1.223208998
FAM150B	5.952721236	6.967307783	6.01002423	6.343891635	5.734249857999999	6.323422347	6.4720833120000005	5.256598946	8.228748788999999
FAM151A	1.522120278	1.462264649	1.471151244	1.324847208	2.798442363	2.7471554080000002	1.51241841	1.4090796980000002	1.445095669
FAM152A	4.864157306333333	5.073108262333334	3.8272582896666667	4.777382143333334	4.719007784333333	3.8706418423333333	4.005444109	3.8046909653333336	4.608396346
FAM152B	6.075072904	7.042295072999999	5.482704839	5.132357032	7.6780811170000005	7.4522497020000005	1.3256474409999999	3.887492177	6.093112316
FAM153A	6.5509850755	7.9427386515	7.7945332149999995	8.1565908415	6.4258794935	7.1512594115	6.706368966	7.373353846500001	7.265696230500001
FAM153B	3.3288089883333334	2.6848211863333336	1.949201346	3.2775131030000004	1.8958529106666668	2.0436986459999997	3.194814015	1.966097641	2.9478318763333333
FAM153C	7.04855325	7.05330811	7.815095707	8.315679899	4.770174213	7.6780811170000005	6.295688382000001	6.849989708	7.563456256
FAM154A	2.720995735	2.341883474	1.4723232019999999	3.600745865	1.415919189	2.4958974659999997	1.5163993	1.3869213740000002	4.094050129
FAM154B	7.488731392	8.345493032	8.123311051	8.692867636	7.794144711	8.479109267	8.702988887	7.788738827	8.306363507
FAM155A	2.933054672	4.250676841000001	4.543597194	5.726958597	3.535611882	6.746590962000001	4.83688047	3.9058771039999995	4.337332354
FAM155B	7.382875585	1.2450642790000002	1.262901487	1.243323221	4.665705581	5.080173148	1.2626280779999999	5.687243635	1.318782025
FAM156A	2.267590417	5.267984301	4.0764200960000005	3.0111279339999997	2.325943793	3.039944109	4.332555714	3.313993253	3.4650020410000004
FAM158A	5.73149603	5.273474027	6.366075363999999	4.516719195	5.8284194629999995	6.692805261	6.408375924	5.533834327	5.01257802
FAM159A	9.18032621	10.22942253	10.75105734	6.6230379489999995	7.866268773	8.519419778	9.784506282999999	10.53755411	10.51576603
FAM160A1	4.436646837	5.590821047	4.80836444	3.391759954	4.391237075	2.58805328	1.5708892280000002	4.21690511	2.788107737
FAM160A2	1.225475286	1.4456674619999998	1.257935527	1.250838004	1.2602223479999999	1.2596518559999998	1.3127621859999998	1.3472526459999998	1.234372936
FAM160B1	8.655452326999999	6.6980933825	7.299209589	5.9343624715	7.6479651935	7.260420226500001	5.1281444275000005	6.853008899	3.272329293
FAM160B2	5.974340744	1.4155211559999998	5.838324157000001	9.243678418	9.499720157999999	10.92232154	1.586604678	1.794904721	8.007160436
FAM161A	6.2787860994999996	5.9452447594999995	6.509379860499999	6.256287109	6.532350732	7.1211459625	5.283542600500001	6.370858295500001	7.573685733
FAM161B	4.880388632	3.139159938	2.145605314	1.58317074	7.4726575539999995	1.753970688	1.990417852	2.149038011	2.334327417
FAM162A	1.462879702	1.743641205	3.078190255	1.5095071759999998	2.682380643	2.420179906	4.967544715	1.821323096	1.91611565
FAM162B	7.809784521	9.330323109	8.137150593	9.105557088	9.036302512	7.18541272	6.3060711529999995	7.431214698	6.668368178
FAM163A	1.6898392969999998	3.877964266	2.73515318	1.9989583130000002	1.678272542	1.8900310930000002	4.388580124	2.307679959	2.535855218
FAM164A	6.393035374	5.421964065	7.173812335	1.579485695	4.080918874	1.688666947	5.139756861	5.414386529	6.742545231
FAM164C	3.50813982	3.96122295	2.845692365	2.3390055184999996	3.6265101910000004	5.4802354665	4.262397244500001	3.2880980445	3.557643359
